O,1375,277941,212
O,1375,277885,3430
O,1376,277147,1437
O,1377,277321,1375
O,1377,277629,1761
O,1378,277605,1329
O,1378,277946,825
O,1379,278188,625
O,1379,277814,1157
O,1380,276823,1650
O,1381,277036,1422
O,1381,277116,849
O,1382,277162,392
O,1382,277173,213
O,1383,277190,290
O,1383,277197,361
O,1384,277217,448
O,1384,277225,310
O,1385,277237,278
O,1386,277212,194
O,1386,277212,235
O,1387,277210,183
O,1387,277218,280
O,1388,277237,304
O,1388,277205,154
O,1389,277236,227
O,1390,277193,209
O,1390,277220,135
O,1391,277230,280
O,1391,277210,237
O,1392,277209,128
O,1392,277188,172
O,1393,277223,179
O,1394,277202,343
O,1394,277216,228
O,1395,277200,178
O,1395,277172,267
O,1396,277179,232
O,1396,277183,169
O,1397,277206,216
O,1398,277165,264
O,1398,277180,231
O,1399,277209,369
O,1399,277169,422
O,1399,277178,227
O,1399,277173,176
O,1400,277183,195
O,1400,277152,286
O,1401,277147,363
O,1402,277159,303
O,1402,277149,303
O,1403,277142,340
O,1403,277139,185
O,1404,277170,422
O,1404,277153,634
O,1405,277142,526
O,1406,277165,373
O,1406,277133,526
O,1407,277144,341
O,1407,277148,594
O,1408,277115,534
O,1408,277088,705
O,1409,277141,574
O,1410,277172,361
O,1410,277129,461
O,1411,277135,305
O,1411,277113,262
O,1412,276752,1574
O,1412,276315,661
O,1413,276679,1203
O,1414,276587,1449
O,1414,276845,2191
O,1415,277309,1735
O,1415,277199,1392
O,1416,279487,4491
O,1416,280507,1559
O,1417,280369,1307
O,1417,280132,1322
O,1548168884,273435,526
O,1548168885,273045,623
O,1548168886,273497,843
O,1548168886,272915,578
O,1548168887,272748,596
O,1548168887,273064,447
O,1548168888,272960,417
O,1548168888,273086,396
O,1548168889,273353,745
O,1548168890,273071,859
O,1548168890,273061,908
O,1548168891,273250,913
O,1548168891,273851,1437
O,1548168892,297216,61898
O,1548168892,379170,29938
O,1548169048,278410,674
O,1548169049,277965,297
O,1548169049,277810,341
O,1548169050,277634,291
O,1548169050,277501,317
O,1548169051,277217,229
O,1548169052,276983,201
O,1548169052,276836,131
O,1548169053,276642,368
O,1548169053,276528,269
O,1548169054,276365,765
O,1548169054,276388,366
O,1548169055,276032,475
O,1548169056,275916,368
O,1548169056,275819,271
O,1548169057,275615,171
O,1548169057,275547,252
O,1548169058,275588,486
O,1548169058,275569,317
O,1548169059,275807,406
O,1548169060,276527,449
O,1548169060,276639,345
O,1548169061,377135,28960
O,1548169735,229903,158
O,1548169735,229812,215
O,1548169736,229830,555
O,1548169736,229809,856
O,1548169737,229856,364
O,1548169737,229810,225
O,1548169738,272026,12349
O,1548169739,351723,4336
O,1548169915,238105,129
O,1548169916,238035,129
O,1548169916,237963,167
O,1548169917,237961,233
O,1548169917,237888,181
O,1548169918,237850,168
O,1548169918,237706,131
O,1548169919,237697,165
O,1548169919,237619,126
O,1548169920,237577,133
O,1548169921,237586,197
O,1548169921,237560,152
O,1548169922,237551,118
O,1548169922,237590,442
O,1548169923,238900,12894
O,1548169923,446187,1536
O,1548169968,238643,275
O,1548169969,238584,261
O,1548169969,238565,156
O,1548169970,238572,165
O,1548169971,238556,158
O,1548169971,238561,237
O,1548169972,238445,218
O,1548169972,238431,129
O,1548169973,238378,133
O,1548169973,238362,75
O,1548169974,238382,130
O,1548169975,238349,195
O,1548169975,238281,132
O,1548169976,238246,124
O,1548169976,238249,49
O,1548169977,238221,161
O,1548169977,238177,160
O,1548169978,238138,83
O,1548169979,238152,156
O,1548169979,238141,216
O,1548169980,238095,219
O,1548169980,238062,593
O,1548169981,238067,291
O,1548169981,238078,197
O,1548169982,238095,397
O,1548169982,238141,506
O,1548169983,238186,477
O,1548169984,238195,1350
O,1548169984,238084,647
O,1548169985,238059,1267
O,1548169985,238151,479
O,1548169986,238149,189
O,1548169986,238062,432
O,1548169987,238026,99
O,1548169988,237977,113
O,1548169988,237953,261
O,1548169989,238037,213
O,1548169989,238011,154
O,1548169990,237942,144
O,1548169990,237967,584
O,1548169991,237972,116
O,1548172801,234187,1525
O,1548172801,234337,100
O,1548172801,234322,93
O,1548172801,234334,91
O,1548172802,234315,57
O,1548172802,234320,135
O,1548172803,234312,82
O,1548172804,234313,68
O,1548172804,234308,107
O,1548172805,234317,99
O,1548172805,234303,99
O,1548172806,234299,136
O,1548172806,234267,79
O,1548172807,234310,74
O,1548172808,234301,104
O,1548172808,234289,126
O,1548172809,234290,99
O,1548172809,234295,73
O,1548172810,234286,95
O,1548172810,234264,99
O,1548172811,234279,95
O,1548172811,234262,86
O,1548172812,234298,93
O,1548172813,234302,110
O,1548172813,234286,81
O,1548172814,234271,96
O,1548172814,234281,103
O,1548172815,234291,64
O,1548172815,234274,67
O,1548172816,234263,59
O,1548172817,234256,146
O,1548172817,234266,121
O,1548172818,234263,113
O,1548172818,234256,94
O,1548172819,234243,146
O,1548172819,234254,47
O,1548172820,234287,117
O,1548172821,234257,59
O,1548172821,234289,59
O,1548172822,234293,93
O,1548172822,234276,60
