U,279,0
U,372,0
U,372,0
U,379,0
U,416,0
U,1548157078,0
U,1548157083,0
U,1548157088,0
U,1548157251,0
U,1548157290,0
U,1548157391,36731
U,1548157429,36731
U,1548157453,36731
U,1548157466,36731
U,1548157524,36731
U,1548157538,36731
U,1548157585,36731
U,1548157610,36731
U,1548157623,36731
U,1548157691,46921
U,1548157710,46921
U,1548172800,0
U,1548259200,0
U,1548345600,0
U,1548392575,0
U,1548392588,0
U,1548392600,0
U,1548392625,0
U,1548392638,0
U,1548392650,0
U,1548392663,0
U,1548392675,0
U,1548392687,0
U,1548392700,0
U,1548392713,0
U,1548392724,0
U,1548392737,0
U,1548392750,0
U,1548392763,0
U,1548392774,0
U,1548392787,0
U,1548392812,0
U,1548392825,0
U,1548392837,0
U,1548392849,0
U,1548392862,0
U,1548392938,0
U,1548392951,0
U,1548392964,0
U,1548392975,0
U,1548392988,0
U,1548393001,0
U,1548393012,0
U,1548393025,0
U,1548393038,0
U,1548393051,0
U,1548393062,0
U,1548393075,0
U,1548393088,0
U,1548393099,0
U,1548393112,0
U,1548393125,0
U,1548393137,0
U,1548393149,0
U,1548393162,0
U,1548393174,0
U,1548393187,0
U,1548393199,0
U,1548393212,0
U,1548393224,0
U,1548393236,0
U,1548393249,0
U,1548393261,0
U,1548393274,0
U,1548393286,0
U,1548393298,0
U,1548393311,0
U,1548393323,0
U,1548393336,0
U,1548393348,0
U,1548393361,0
U,1548393373,0
U,1548393385,0
U,1548393398,0
U,1548393411,0
U,1548393422,0
U,1548393435,0
U,1548393448,0
U,1548393460,0
U,1548393472,0
U,1548393485,0
U,1548393498,0
U,1548393509,0
U,1548393522,0
U,1548393535,0
U,1548393559,0
U,1548393572,0
U,1548393584,0
U,1548393596,0
U,1548393609,0
U,1548393622,0
U,1548393634,0
U,1548393646,0
U,1548393659,0
U,1548393671,0
U,1548393683,0
U,1548393696,0
U,1548393708,0
U,1548393721,0
U,1548393746,0
U,1548393758,0
U,1548393770,0
U,1548393783,0
U,1548393795,0
U,1548393808,0
U,1548393820,0
U,1548393832,0
U,1548393845,0
U,1548393858,0
U,1548393870,0
U,1548393882,0
U,1548393895,0
U,1548393907,0
U,1548393932,0
U,1548393945,0
U,1548393956,0
U,1548393969,0
U,1548393982,0
U,1548393994,0
U,1548394006,0
U,1548394019,0
U,1548394032,0
U,1548394043,0
U,1548394056,0
U,1548394069,0
U,1548394081,0
U,1548394093,0
U,1548394118,0
U,1548394130,0
U,1548394143,0
U,1548394156,0
U,1548394168,0
U,1548394180,0
U,1548394193,0
U,1548394205,0
U,1548394217,0
U,1548394230,0
U,1548394242,0
U,1548394255,0
U,1548394267,0
U,1548394280,0
U,1548394305,0
U,1548394317,0
U,1548394329,0
U,1548394342,0
U,1548394354,0
U,1548394366,0
U,1548394379,0
U,1548394392,0
U,1548394404,0
U,1548394416,0
U,1548394429,0
U,1548394441,0
U,1548394453,0
U,1548394466,0
U,1548394490,0
U,1548394503,0
U,1548394516,0
U,1548394528,0
U,1548394540,0
U,1548394553,0
U,1548394566,0
U,1548394577,0
U,1548394590,0
U,1548394603,0
U,1548394615,0
U,1548394627,0
U,1548394640,0
U,1548394652,0
U,1548394664,0
U,1548394677,0
U,1548394690,0
U,1548394702,0
U,1548394714,0
U,1548394727,0
U,1548394739,0
U,1548394752,0
U,1548394764,0
U,1548394776,0
U,1548394789,0
U,1548394801,0
U,1548394814,0
U,1548394826,0
U,1548394839,0
U,1548394863,0
U,1548394876,0
U,1548394888,0
U,1548394900,0
U,1548394913,0
U,1548394926,0
U,1548394938,0
U,1548394951,0
U,1548394964,0
U,1548394977,0
U,1548394988,0
U,1548395001,0
U,1548395014,0
U,1548395025,0
U,1548395051,0
U,1548395063,0
U,1548395075,0
U,1548395088,0
U,1548395101,0
U,1548395112,0
U,1548395125,0
U,1548395138,0
U,1548395150,0
U,1548395162,0
U,1548395175,0
U,1548395187,0
U,1548395200,0
U,1548395212,0
U,1548395237,0
U,1548395249,0
U,1548395262,0
U,1548395274,0
U,1548395287,0
U,1548395299,0
U,1548395311,0
U,1548395324,0
U,1548395336,0
U,1548395348,0
U,1548395361,0
U,1548395374,0
U,1548395386,0
U,1548395398,0
U,1548395411,0
U,1548395424,0
U,1548395435,0
U,1548395448,0
U,1548395461,0
U,1548395472,0
U,1548395485,0
U,1548395498,0
U,1548395511,0
U,1548395522,0
U,1548395535,0
U,1548395548,0
U,1548395559,0
U,1548395572,0
U,1548395585,0
U,1548395609,0
U,1548395622,0
U,1548395635,0
U,1548395647,0
U,1548395659,0
U,1548395672,0
U,1548395684,0
U,1548395696,0
U,1548395709,0
U,1548395721,0
U,1548395734,0
U,1548395746,0
U,1548395758,0
U,1548395771,0
U,1548395783,0
U,1548395796,0
U,1548395808,0
U,1548395821,0
U,1548395833,0
U,1548395845,0
U,1548395858,0
U,1548395871,0
U,1548395882,0
U,1548395895,0
U,1548395908,0
U,1548395920,0
U,1548395932,0
U,1548395945,0
U,1548395958,0
U,1548395982,0
U,1548395995,0
U,1548396006,0
U,1548396019,0
U,1548396032,0
U,1548396045,0
U,1548396056,0
U,1548396069,0
U,1548396082,0
U,1548396094,0
U,1548396106,0
U,1548396119,0
U,1548396131,0
U,1548396143,0
U,1548396168,0
U,1548396181,0
U,1548396193,0
U,1548396206,0
U,1548396218,0
U,1548396230,0
U,1548396243,0
U,1548396255,0
U,1548396268,0
U,1548396280,0
U,1548396292,0
U,1548396305,0
U,1548396318,0
U,1548396331,0
U,1548396356,0
U,1548396369,0
U,1548396380,0
U,1548396393,0
U,1548396406,0
U,1548396417,0
U,1548396430,0
U,1548396443,0
U,1548396455,0
U,1548396467,0
U,1548396480,0
U,1548396493,0
U,1548396504,0
U,1548396517,0
U,1548396542,0
U,1548396554,0
U,1548396568,0
U,1548396579,0
U,1548396593,0
U,1548396605,0
U,1548396618,0
U,1548396630,0
U,1548396643,0
U,1548396656,0
U,1548396668,0
U,1548396680,0
U,1548396693,0
U,1548396705,0
U,1548396731,0
U,1548396742,0
U,1548396755,0
U,1548396768,0
U,1548396781,0
U,1548396792,0
U,1548396805,0
U,1548396818,0
U,1548396830,0
U,1548396842,0
U,1548396855,0
U,1548396867,0
U,1548396879,0
U,1548396892,0
U,1548396917,0
U,1548396929,0
U,1548396942,0
U,1548396954,0
U,1548396966,0
U,1548396979,0
U,1548396991,0
U,1548397004,0
U,1548397016,0
U,1548397029,0
U,1548397041,0
U,1548397054,0
U,1548397066,0
U,1548397078,0
U,1548397091,0
U,1548397103,0
U,1548397115,0
U,1548397128,0
U,1548397141,0
U,1548397152,0
U,1548397165,0
U,1548397178,0
U,1548397190,0
U,1548397202,0
U,1548397215,0
U,1548397228,0
U,1548397239,0
U,1548397252,0
U,1548397265,0
U,1548397277,0
U,1548397289,0
U,1548397302,0
U,1548397315,0
U,1548397326,0
U,1548397339,0
U,1548397352,0
U,1548397364,0
U,1548397376,0
U,1548397389,0
U,1548397401,0
U,1548397413,0
U,1548397426,0
U,1548397439,0
U,1548397451,0
U,1548397476,0
U,1548397488,0
U,1548397501,0
U,1548397513,0
U,1548397525,0
U,1548397538,0
U,1548397550,0
U,1548397563,0
U,1548397576,0
U,1548397590,0
U,1548397603,0
U,1548397615,0
U,1548397627,0
U,1548397640,0
U,1548397665,0
U,1548397677,0
U,1548397689,0
U,1548397702,0
U,1548397714,0
U,1548397727,0
U,1548397739,0
U,1549407655,0
U,1549407655,0
