O,1548157150,232526,1308
O,1548157150,232466,551
O,1548157151,232613,1277
O,1548157151,232636,886
O,1548157152,232563,6156
O,1548157152,232507,2065
O,1548157153,232246,6958
O,1548157154,231867,18578
O,1548157154,232528,14188
O,1548157155,232370,7108
O,1548157155,232157,5835
O,1548157156,232611,2175
O,1548157156,232525,2397
O,1548157157,232792,1922
O,1548157158,232673,498
O,1548157158,232643,492
O,1548157159,232537,3595
O,1548157159,233181,11652
O,1548157160,233136,11047
O,1548157160,232547,4065
O,1548157161,233146,928
O,1548157162,232641,789
O,1548157162,232569,1064
O,1548157163,232808,253
O,1548157163,232553,480
O,1548157164,232515,262
O,1548157164,232409,1798
O,1548157165,232455,1400
O,1548157165,232188,1423
O,1548157166,232632,2776
O,1548157167,232510,621
O,1548157167,232533,686
O,1548157168,232604,747
O,1548157168,232956,9501
O,1548157169,233148,7140
O,1548157169,232978,3533
O,1548157170,232898,823
O,1548157171,232487,1094
O,1548157171,234810,29717
O,1548157172,236143,12128
O,1548157172,236153,12172
O,1548157173,235470,2128
O,1548157173,235521,521
O,1548157174,235097,458
O,1548157175,235119,242
O,1548157175,235064,402
O,1548157176,234918,205
O,1548157176,235007,420
O,1548157177,235011,357
O,1548157177,234761,372
O,1548157178,235090,4342
O,1548157179,235048,2178
O,1548157179,234881,1310
O,1548157180,234878,530
O,1548157180,234902,2663
O,1548157180,234961,1029
O,1548157180,235126,185
O,1548157181,235129,479
O,1548157181,235255,382
O,1548157182,235059,647
O,1548157183,234941,2325
O,1548157183,235033,2590
O,1548157184,234514,4201
O,1548157184,234702,1323
O,1548157185,234504,2944
O,1548157185,234547,1919
O,1548157186,234705,623
O,1548157187,234690,347
O,1548157187,234786,372
O,1548157188,234843,583
O,1548157188,234978,246
O,1548157189,234853,758
O,1548157189,235369,1896
O,1548157190,235708,2797
O,1548157191,235919,706
O,1548157191,236148,470
O,1548157192,237116,679
O,1548157192,237111,681
O,1548157193,236570,246
O,1548157193,236340,266
O,1548157194,236619,375
O,1548157194,236619,728
O,1548157195,236392,487
O,1548157196,235992,899
O,1548157196,235723,278
O,1548157197,235389,347
O,1548157197,235338,235
O,1548157198,235392,4398
O,1548157198,234823,2327
O,1548157199,235053,1319
O,1548157208,235657,246
O,1548157209,235272,723
O,1548157210,235644,1105
O,1548157210,235820,672
O,1548157211,235949,1633
O,1548157211,235718,1182
O,1548157212,235746,1304
O,1548157212,235435,2147
O,1548157213,235627,847
O,1548157213,235758,1136
O,1548157214,235914,554
