R,1547211582,000000000
R,1547211689,700D98F7B
R,1547211689,700D98F7B
R,1547211689,700D98F7B
R,1548670059,000000000
R,1548670209,700D9DFE4
R,1548670209,700D9DFE4
R,1548670209,700D9DFE4
R,1548753341,000000000
R,1548753540,700D98F7B
R,1548753540,700D98F7B
R,1550112104,5C00DDFC90
R,1550112104,5C00DDFC90
R,1550112104,5C00DDFC90
R,1550254306,700D9DFB6
R,1550254306,700D9DFB6
R,1550254306,700D9DFB6
R,1550254384,700D9DFB6
R,1550254385,700D9DFB6
R,1550254385,700D9DFB6
R,1550254423,700D9DFB6
R,1550254480,700D9DFB6
R,1550254516,700D9DFB6
R,1550254569,700D9DFB6
R,1550254616,700D9DFB6
R,1550375131,5C00DDFC90
R,1550375131,5C00DDFC90
R,1550375131,5C00DDFC90
R,1550630357,5C00DDFC90
R,1550630357,5C00DDFC90
R,1550630357,5C00DDFC90
R,1550630457,5C00DDFC90
R,1550630457,5C00DDFC90
R,1550630457,5C00DDFC90
R,1550630547,5C00DDFC90
R,1550630600,5C00DDFC90
R,1550722936,5C00DDFC90
R,1550789311,5C00DDFC90
R,1550789311,5C00DDFC90
R,1550789311,5C00DDFC90
R,1550866584,5C00DDFC90
R,1550866584,5C00DDFC90
R,1550866584,5C00DDFC90
R,1550867752,5C00DDFC90
R,1550867752,5C00DDFC90
R,1550867752,5C00DDFC90
