P,1547211424,5067
P,1547211454,5065
P,1547211474,5067
P,1547211493,5065
P,1547211498,5098
P,1547211528,5096
P,1547211557,5092
P,1547211586,5083
P,1547211616,5077
P,1547211648,5214
P,1547211678,5086
P,1547211707,5075
P,1547211736,5070
P,1547211766,5083
P,1547211795,5077
P,1547211824,5072
P,1547211853,5071
P,1548669764,5069
P,1548669794,5060
P,1548669823,5057
P,1548669853,5048
P,1548669882,5063
P,1548669911,5054
P,1548669940,5044
P,1548669970,5049
P,1548669999,5046
P,1548670028,5044
P,1548670058,5052
P,1548670089,5183
P,1548670162,5153
P,1548670192,5049
P,1548753257,4854
P,1548753278,5039
P,1548753308,5028
P,1548753337,5018
P,1548753366,5022
P,1548753396,5021
P,1548753425,5017
P,1548753454,5015
P,1548753483,5014
P,1548753514,5010
P,1548753543,5012
P,1548777600,5169
P,1548777630,5160
P,1548777659,5167
P,1548777688,5169
P,1548777717,5167
P,1548777747,5169
P,1548777776,5169
P,1548777805,5169
P,1548777836,5169
P,1548777865,5167
P,1548777894,5169
P,1548777923,5170
P,1548777953,5168
P,1548777982,5168
P,1548778011,5168
P,1548778041,5167
P,1548778070,5169
P,1548778099,5167
P,1548778129,5168
P,1548778159,5169
P,1548778188,5168
P,1548778217,5168
P,1548778247,5168
P,1548778276,5167
P,1548778305,5167
P,1548778334,5169
P,1548778364,5167
P,1548778393,5168
P,1548778423,5168
P,1548778453,5168
P,1548778482,5168
P,1548778511,5168
P,1548778540,5169
P,1548778570,5167
P,1548778599,5169
P,1548778628,5168
P,1548778658,5167
P,1548778687,5168
P,1548778717,5167
P,1548778746,5168
P,1548778776,5168
P,1548778805,5168
P,1548778834,5167
P,1548778863,5168
P,1548778893,5167
P,1548778922,5167
P,1548778951,5169
P,1548778981,5168
P,1548779011,5168
P,1548779040,5168
P,1548779069,5169
P,1548779099,5168
P,1548779128,5168
P,1548779157,5160
P,1548779187,5160
P,1548779216,5167
P,1548779245,5168
P,1548779274,5168
P,1548779305,5169
P,1548779334,5166
P,1548779363,5168
P,1548779393,5167
P,1548779422,5166
P,1548779451,5168
P,1548779480,5168
P,1548779510,5167
P,1548779539,5168
P,1548779568,5168
P,1548779599,5168
P,1548779628,5168
P,1548779657,5168
P,1548779686,5167
P,1548779716,5167
P,1548779745,5167
P,1548779774,5169
P,1548779804,5167
P,1548779834,5167
P,1548779863,5168
P,1548779893,5165
P,1548779923,5166
P,1548779952,5167
P,1548779981,5167
P,1548780011,5167
P,1548780040,5168
P,1548780069,5166
P,1548780098,5167
P,1548780128,5168
P,1548780157,5168
P,1548780187,5168
P,1548780217,5168
P,1548780246,5166
P,1548780275,5166
P,1548780304,5167
P,1548780334,5167
P,1548780363,5167
P,1548780392,5167
P,1548780422,5167
P,1548780451,5168
P,1548780481,5166
P,1548780510,5168
P,1548780540,5168
P,1548780569,5167
P,1548780598,5167
P,1548780627,5167
P,1548780657,5168
P,1548780686,5168
P,1548780715,5168
P,1548780745,5166
P,1548780775,5167
P,1548780804,5169
P,1548780833,5167
P,1548780863,5167
P,1548780892,5168
P,1548780921,5168
P,1548780951,5166
P,1548780980,5165
P,1548781009,5166
P,1548781038,5167
P,1548781069,5167
P,1548781098,5168
P,1548781127,5168
P,1548781157,5166
P,1548781186,5167
P,1548781215,5166
P,1548781244,5167
P,1548781274,5168
P,1548781303,5168
P,1548781332,5167
P,1548781363,5168
P,1548781392,5169
P,1548781421,5167
P,1548781450,5168
P,1548781480,5168
P,1548781509,5167
P,1548781538,5168
P,1548781568,5167
P,1548781597,5167
P,1548781626,5167
P,1548781656,5168
P,1548781686,5167
P,1548781715,5167
P,1548781744,5167
P,1548781774,5167
P,1548781803,5169
P,1548781832,5166
P,1548781861,5167
P,1548781891,5167
P,1548781920,5166
P,1548781950,5166
P,1548781980,5168
P,1548782009,5167
P,1548782038,5167
P,1548782067,5167
P,1548782097,5166
P,1548782126,5166
P,1548782155,5167
P,1548782185,5166
P,1548782214,5167
P,1548782244,5167
P,1548782273,5166
P,1548782303,5167
P,1548782332,5168
P,1548782361,5166
P,1548782390,5167
P,1548782420,5167
P,1548782450,5166
P,1548782479,5168
P,1548782509,5167
P,1548782539,5166
P,1548782568,5167
P,1548782597,5166
P,1548782627,5167
P,1548782656,5167
P,1548782685,5166
P,1548782715,5166
P,1548782744,5159
P,1548782773,5160
P,1548782802,5167
P,1548782833,5167
P,1548782862,5167
P,1548782891,5168
P,1548782921,5165
P,1548782950,5167
P,1548782979,5167
P,1548783008,5165
P,1548783038,5167
P,1548783067,5166
P,1548783096,5167
P,1548783127,5167
P,1548783156,5166
P,1548783185,5167
P,1548783214,5167
P,1548783244,5167
P,1548783273,5167
P,1548783302,5167
P,1548783332,5166
P,1548783361,5166
P,1548783390,5166
P,1548783420,5166
P,1548783450,5166
P,1548783479,5167
P,1548783508,5166
P,1548783538,5166
P,1548783567,5166
P,1548783596,5165
P,1548783625,5167
P,1548783655,5166
P,1548783684,5166
P,1548783714,5166
P,1548783744,5166
P,1548783773,5167
P,1548783802,5165
P,1548783831,5166
P,1548783861,5166
P,1548783890,5166
P,1548783919,5165
P,1548783949,5165
P,1548783978,5166
P,1548784008,5166
P,1548784037,5166
P,1548784067,5165
P,1548784096,5166
